,0
0,2.312414769942944
1,2.092574848287417
2,1.3302822733100081
3,0.6467851773495712
4,0.4216559196484613
5,0.3384281209418698
6,0.292402884431106
7,0.2595944364145239
8,0.23331104621594778
9,0.21205432253965928
10,0.1944024202425797
11,0.17956947378833552
12,0.16688416745432372
13,0.15606999322169338
14,0.14662932472471807
15,0.13837844463021487
16,0.13113349547741313
17,0.1247559996416749
18,0.11907900525291105
19,0.11404952591733429
20,0.10943690883604097
21,0.10538249252343002
22,0.10158568560427239
23,0.09825878680645436
24,0.09499664900965007
25,0.09216611273544106
26,0.0893380856280393
27,0.08692498777234547
28,0.08449271734304566
29,0.08240064292868528
30,0.08024217722088443
31,0.07843092185168946
32,0.07652099520623029
33,0.07490102132462234
34,0.07319924150747378
35,0.07177141559226677
36,0.07020458678448199
37,0.06890457528754182
38,0.06753050194842777
39,0.06633768084128737
40,0.06507817062797902
41,0.06399040586912523
42,0.06283529435854572
43,0.06185166077258424
44,0.06080416993159356
45,0.05990735604179893
46,0.058940468169343674
47,0.05810415349241249
48,0.057224974378542105
49,0.056433547372452576
50,0.05560057151999969
51,0.054877719303370015
52,0.0540837682595175
53,0.05341495059976643
54,0.0526755215655018
55,0.05203687408044212
56,0.051351303656222196
57,0.05075693042061406
58,0.050109598587793173
59,0.049545263925591644
60,0.04893864324122783
61,0.04841537554223493
62,0.0478573103223242
63,0.04735432453273552
64,0.04680091037003783
65,0.046345373242860734
66,0.04580423282518901
67,0.045377586924471885
68,0.04487042047267418
69,0.044451776177072855
70,0.04397456568107144
71,0.043570473769042724
72,0.04312291195754289
73,0.042728597566826405
74,0.04229637127149427
75,0.041923712136429876
76,0.0415246609404959
77,0.04116026619676154
78,0.04077941567991549
79,0.04043919564644031
80,0.04005519772704996
81,0.03973541446090284
82,0.039367416855100076
83,0.03905494229274287
84,0.038701469728734395
85,0.03840355682748426
86,0.03804850560266129
87,0.037760982433337295
88,0.03742735343797364
89,0.0371394158496975
90,0.0368209711223233
91,0.03654937483072425
92,0.03623030831714505
93,0.035964717076620946
94,0.035672899545839326
95,0.03539730523856516
96,0.03511764436547436
97,0.03486313653887968
98,0.034589018907725234
99,0.03433921772032105
100,0.03407684487629834
101,0.03382952860911457
102,0.03357543919449802
103,0.03334402994618796
104,0.033089647489224695
105,0.032872948261280524
106,0.032623597083770384
107,0.03242281092408566
108,0.03217621624559627
109,0.03197145682685988
110,0.031728845114038236
111,0.03153935892481262
112,0.0313091892935723
113,0.031122559853186068
114,0.030892748321148092
115,0.030705979813309577
116,0.030493189781315995
117,0.030314305018631846
118,0.03010632615672225
119,0.02992353543198859
120,0.029720167314133704
121,0.02955201938491258
122,0.02934653271443031
123,0.029184696781220168
124,0.028978971874903937
125,0.028825172608667654
126,0.02862847640392721
127,0.028473141368864224
128,0.02827481849724944
129,0.02812841398520841
130,0.027935314982494318
131,0.02778493622487194
132,0.02760684518116572
133,0.027464090150019212
134,0.02728997707447947
135,0.02714580346361596
136,0.026972960748450008
137,0.02682941618685406
138,0.026657870614968472
139,0.026510880425159044
140,0.026355559360455496
141,0.026221012239186835
142,0.026053619918202812
143,0.0259419550478029
144,0.025770300558731887
145,0.025653371941810985
146,0.025487894886032585
147,0.025389841896910747
148,0.025212356289281136
149,0.025099046051453223
150,0.024941431854326672
151,0.024843660446295872
152,0.02467144486727482
153,0.02457278660810635
154,0.024405493896218048
155,0.024315083018374494
156,0.024145984648032883
157,0.024050483672783254
158,0.023888360959943615
159,0.0237886273205496
160,0.02363540854526897
161,0.02354942062927729
162,0.023391382255429825
163,0.02330633916668982
164,0.02314794765066376
165,0.023050564803524694
166,0.022907986209598528
167,0.022827410347753124
168,0.022676461542360835
169,0.022579714241928363
170,0.022441367750193793
171,0.02235229281324427
172,0.0222188045440711
173,0.022131536343211168
174,0.02199456756317633
175,0.021920041689586285
176,0.021778669392561924
177,0.021707082247680348
178,0.021564378748309306
179,0.021486052239524902
180,0.02135281644578888
181,0.021274009142948542
182,0.021145599359845266
183,0.02107362981512066
184,0.020940673812404654
185,0.020867211917503528
186,0.020737105227584905
187,0.020658999806541626
188,0.020531989737863778
189,0.02046224480700314
190,0.020354304205918928
191,0.020271937205066818
192,0.020150600857245342
193,0.020082193431405288
194,0.019970005742984392
195,0.019899784238096022
196,0.01978290163140381
197,0.019718212562646407
198,0.019603119462595034
199,0.01954000017604464
200,0.01942449421552442
201,0.019352411552561465
202,0.019252205100372552
203,0.01917122337831937
204,0.019083078325528618
205,0.019009619197934473
206,0.018902515969708527
207,0.01884003625057645
208,0.018735736875602964
209,0.01867512411654866
210,0.01857880724953544
211,0.01851398235276709
212,0.018417425489037662
213,0.018343745743769565
214,0.01824983145139114
215,0.01819102675024233
216,0.01810218757128397
217,0.018036095647599275
218,0.01794513552311465
219,0.01788661266301828
220,0.017794234699045945
221,0.01773510964223324
222,0.017646434519795372
223,0.01758629786561667
224,0.01749860521686176
225,0.01743663678862937
226,0.0173544760199005
227,0.017294835401273172
228,0.017213174301949002
229,0.017154254802710968
230,0.01707391490419445
231,0.017008207852333982
232,0.016931913567247478
233,0.01685942854941952
234,0.016778444467695934
235,0.0167209070504239
236,0.01664505129548631
237,0.016591214265048358
238,0.01651440112990134
239,0.016447459848016658
240,0.016368408269070024
241,0.016311625998037878
242,0.016236466999749642
243,0.01617809228049497
244,0.016105526160200882
245,0.016045376161981987
246,0.01598053344823006
247,0.0159259854044907
248,0.015856939550902484
249,0.015801436077312894
