,0
0,2.3125163363653747
1,2.175816567088905
2,2.2121661253316685
3,1.671640160102778
4,1.0188242370137126
5,0.676061739077633
6,0.5655598091527133
7,0.5265114111686566
8,0.5066094554825449
9,0.4828645435687942
10,0.4523475795477256
11,0.4226748180955928
12,0.40649287527905104
13,0.39056200021778414
14,0.38665878634273476
15,0.3846943776800616
16,0.37766910709750773
17,0.37572840790205764
18,0.35197688197830185
19,0.33827775432418455
20,0.31410594455921115
21,0.2959035993640379
22,0.2809170382786903
23,0.2678467729745255
24,0.25897690674259793
25,0.24951575441892876
26,0.24317779992596236
27,0.23620207706889207
28,0.228818382508257
29,0.22415890724856893
30,0.22010506865240775
31,0.21325231123693472
32,0.21214717225180366
33,0.20411300089963116
34,0.19894550647000422
35,0.1906304589683303
36,0.18662659868195913
37,0.18332672314654067
38,0.18162019007620003
39,0.17457845763310514
40,0.17544101819912622
41,0.16981622633056162
42,0.1692891877196193
43,0.16354849050480486
44,0.16754798907699928
45,0.16312399869648297
46,0.16353358234134663
47,0.15981251036880337
48,0.16028837066346494
49,0.15711864277834026
50,0.15656241438138457
51,0.15418167663921262
52,0.15290759140134996
53,0.14725313088230155
54,0.14362649528068772
55,0.13899904816789208
56,0.1397913052783553
57,0.13962309141968043
58,0.14210171847820954
59,0.1408901235808726
60,0.13923143371175517
61,0.13448864766024546
62,0.13239184838476514
63,0.12848460200182982
64,0.12987596717705774
65,0.12825290197628575
66,0.1315540514164041
67,0.12867848207957105
68,0.1292658738537868
69,0.12658211014739876
70,0.12631942109784294
71,0.12187364149279008
72,0.12303538794489237
73,0.11925140388426185
74,0.12131413157253204
75,0.1176493271021057
76,0.12027102518949337
77,0.11601070197050128
78,0.11571337938358175
79,0.11533313301097672
80,0.11703665471065991
81,0.11443828943900608
82,0.11326076854690846
83,0.1115105424690208
84,0.11137721400749587
85,0.10889808732026766
86,0.11116228027629937
87,0.10785138778255494
88,0.11030217589677219
89,0.10685177523369849
90,0.10935129298171721
91,0.10508492896833617
92,0.10627672982975346
93,0.10340094641093746
94,0.10507775445994631
95,0.10289370487272784
96,0.10589755383766067
97,0.1016971146769686
98,0.10245605427379123
99,0.09987499208648813
100,0.10020502041099813
101,0.09754334172867736
102,0.09845630346389375
103,0.0975535493121216
104,0.09850369183601534
105,0.09542080305009552
106,0.09671032001950478
107,0.0949847895609377
108,0.09673255181179444
109,0.09256939441542733
110,0.09323316881814259
111,0.09144446357877253
112,0.09276180070659056
113,0.09025828989079565
114,0.09053563880577126
115,0.0893584527934895
116,0.0906304130867564
117,0.08926565025584325
118,0.09075948482993193
119,0.08942493260202472
120,0.0896856346459919
121,0.08678358103078801
122,0.08811786358523384
123,0.08639062100580149
124,0.08778412103816494
125,0.0857176871903691
126,0.08814283218828288
127,0.08561527814734858
128,0.08559214544498744
129,0.08186747515245692
130,0.08249918510994933
131,0.07958419733002423
132,0.08180183077392604
133,0.08118956010501502
134,0.08138370352633768
135,0.08029249552318479
136,0.08108031481888117
137,0.08068839061880151
138,0.08338334028383937
139,0.08140273788111535
140,0.08324236293218226
141,0.08055265473721253
142,0.08301705219260605
143,0.0815407455628251
144,0.08423230754053405
145,0.08117170755353945
146,0.08488819270684167
147,0.08499571063663719
148,0.08412541144574898
149,0.081791667276396
150,0.08446057441581452
151,0.08536296505078368
152,0.08483071640921327
153,0.08473265566212819
154,0.08495044319968516
155,0.08310398772505927
156,0.08440963454173861
157,0.0826298336183873
158,0.0863908327519603
159,0.08422900673635171
160,0.08420607111969483
161,0.08058522940900052
162,0.08339459658381829
163,0.08467747233205898
164,0.08522013776208981
165,0.0823248186515273
166,0.08314578451321343
167,0.0796760575333753
168,0.0841812829648158
169,0.08727710785711315
170,0.08922031180665867
171,0.08535584140465399
172,0.08431766940977786
173,0.08065738417092144
174,0.08107019882184037
175,0.08131038574287301
176,0.08310689933876339
177,0.08257399090837943
178,0.08240767443645654
179,0.07973203122243212
180,0.08152333416702674
181,0.08157313735108436
182,0.08456429000896287
183,0.08370325827485059
184,0.08378847224498154
185,0.0868177101597295
186,0.08461769740532989
187,0.08857786404041232
188,0.08564325608110702
189,0.08681774458626682
190,0.08794392958523696
191,0.09004520940968207
192,0.0842688136615473
193,0.08866794554805665
194,0.08048050899255037
195,0.16159259824045422
196,0.08168786215560174
197,0.07373087720959415
198,0.07151751529610435
199,0.0714855843160462
200,0.07647620269948995
201,0.07594013807433865
202,0.08051740499254458
203,0.07858676878623476
204,0.0833452480194838
205,0.0780686413382311
206,0.0806892346820808
207,0.07590286838742127
208,0.07881945166314971
209,0.0744373634000219
210,0.0773197957129667
211,0.07410630774922049
212,0.08064107322912341
213,0.07600997064337038
214,0.07736355604255188
215,0.07121526220272598
216,0.07667931179558599
217,0.07097040181424401
218,0.07479541056872634
219,0.07026743067306918
220,0.07451218697658028
221,0.0732460367771054
222,0.07769164140140683
223,0.07651126617203063
224,0.08056482096272566
225,0.07367578216500201
226,0.07413888110658388
227,0.06938476730030897
228,0.07358870564887743
229,0.06963225245086355
230,0.07425349561902328
231,0.07024869897684999
232,0.07174068143487985
233,0.06882441050559125
234,0.06972771629118417
235,0.06697117087634233
236,0.0725267642906114
237,0.07114439155584577
238,0.077302863590674
239,0.07510249663801546
240,0.07692955057069457
241,0.07790383364701478
242,0.07783977278281932
243,0.07327430916134357
244,0.07503704317169839
245,0.07260946546157553
246,0.07557044826220345
247,0.07412784866260214
248,0.07858185194155323
249,0.07766507334681666
250,0.07746593664957843
251,0.08157520892616937
252,0.08376234142597729
253,0.08465623604247782
254,0.07568695501441451
255,0.0732565475604695
256,0.07388276821296239
257,0.0850803100823795
258,0.10375398854966468
259,0.13054802578860888
260,0.12543531442314393
261,0.10828374999699285
262,0.09531563590408272
263,0.08638378456371314
264,0.09012250961717516
265,0.08521017302241239
266,0.07983836225582368
267,0.07355282319432586
268,0.0783565123776412
269,0.08051612019417037
