,0
0,2.3125456740422417
1,2.1479224518614664
2,1.8009073123317645
3,1.4912404052285484
4,1.2650458443186658
5,1.1088983315578747
6,1.0009307772448794
7,0.9238300396445616
8,0.8659691466825932
9,0.8207157679875546
10,0.7838053448496429
11,0.7527936750088201
12,0.7258137344122297
13,0.7019451986520718
14,0.6805301024891227
15,0.660916944863377
16,0.6427159176750498
17,0.6258035681423104
18,0.6099063169861597
19,0.5949733103983678
20,0.5807185134462676
21,0.5672956745553038
22,0.5545847914903738
23,0.5423289968089743
24,0.5307016766588039
25,0.5197578226699424
26,0.5092935153193344
27,0.49919516793128116
28,0.4895531320068826
29,0.48029045190693986
30,0.47152815364364886
31,0.46303091031500343
32,0.454970609146524
33,0.447152293835322
34,0.439671313586862
35,0.4324828382201666
36,0.4255974392255402
37,0.418866501740147
38,0.4124270355094665
39,0.406323335819192
40,0.40034957423178485
41,0.39465688379715685
42,0.389052705517464
43,0.38367247340293265
44,0.378414710477604
45,0.3733896463142847
46,0.36853962632803583
47,0.36374355381939183
48,0.35907948082676827
49,0.3546848061093117
50,0.3503546158741063
51,0.34616482528256337
52,0.34207221070334076
53,0.33814028524697026
54,0.3342770241497719
55,0.33051260804782495
56,0.3269085833815328
57,0.3233383246487113
58,0.3198916199526116
59,0.31652293931374437
60,0.31325413180874506
61,0.31005344073139174
62,0.30710010992315334
63,0.3040990379476358
64,0.3012459721579415
65,0.29850656373206846
66,0.29577587618974693
67,0.2931975077522716
68,0.29069079503403367
69,0.2882056357583511
70,0.2858827239401657
71,0.28348831106966615
72,0.28125609933189427
73,0.2789893189330855
74,0.27684011298740085
75,0.2747521909722497
76,0.2726620011672978
77,0.2705757183043266
78,0.2686564101651652
79,0.26668631779746366
80,0.2648349698418035
81,0.2629446880900448
82,0.26115563056051905
83,0.2592915556565841
84,0.25763023626974696
85,0.2558094339626608
86,0.2542061529466848
87,0.2525347959956948
88,0.2509622964251818
89,0.24936230991221053
90,0.24785385759216444
91,0.24620713020523644
92,0.24471918917636323
93,0.2432220257822679
94,0.2417135017722736
95,0.24015626661358366
96,0.23884719583505518
97,0.23740682974275798
98,0.23598426442805984
99,0.2346997213280124
100,0.2334489771589962
101,0.2321447875897681
102,0.23078184662672768
103,0.2296370690368953
104,0.2283894963635266
105,0.22718849406527614
106,0.22604553975885272
107,0.2248249331394538
108,0.22378168893143335
109,0.22265261424971478
110,0.22151483588278298
111,0.22047847735335066
112,0.2194121644236045
113,0.2183895208298596
114,0.21736493135983823
115,0.21638807949328043
116,0.21541261624659142
117,0.21438635486506166
118,0.21350049770733406
119,0.21251474670560916
120,0.21157013092395283
121,0.21069703194834702
122,0.20983309576956508
123,0.20879117749922516
124,0.20782601478155951
125,0.20716323874113565
126,0.20624976922952376
127,0.20543728306739145
128,0.20452599095526608
129,0.2037447178744147
130,0.20302190365258693
131,0.20211594039446337
132,0.2014041806166646
133,0.20070416658280374
134,0.19999510926047798
135,0.1992238169095777
136,0.19861756496267025
137,0.19776713216436517
138,0.19723697686225336
139,0.19646789736676762
140,0.19593686854051168
141,0.19518506657853849
142,0.19457765034799634
143,0.1940154994674333
144,0.19328104097197704
145,0.19278703703181432
146,0.19222488844188973
147,0.1916313508863223
148,0.19107701836240004
149,0.1904713429978387
150,0.1899178063803124
151,0.1893689952857118
152,0.18878315988609962
153,0.18830219179309987
154,0.1877532832376245
155,0.1872393778792238
156,0.18669126104210676
157,0.18618772635082867
158,0.1857584776586804
159,0.1851514416810191
160,0.1847447484995492
161,0.18427963204781658
162,0.18378836442186225
163,0.18326967906555666
164,0.1828335573100337
165,0.18233899186579658
166,0.18191326114151346
167,0.181514558082339
168,0.1810400502353475
169,0.18066640748090584
170,0.18022479201420818
171,0.17976626467633616
172,0.1793583843923715
173,0.1788580452814577
174,0.17850518206574228
175,0.1780050350635987
176,0.17761955484369785
177,0.17716968293898477
178,0.17688476630192027
179,0.17640057170852594
180,0.17606326983566425
181,0.17551371595100612
182,0.17512145009773394
183,0.17473703078665204
184,0.17452138458231212
185,0.1740560872987085
186,0.17348370826341894
187,0.17330148471827092
188,0.17299540988451764
189,0.17259037803902724
190,0.17209870672009497
191,0.17158534804975129
192,0.17131204367188851
193,0.17079033856979492
194,0.17060408270801986
195,0.17045629827387548
196,0.1697218019029999
197,0.1695560288220864
198,0.16922379788373068
199,0.16899211948670126
200,0.16845904465455458
201,0.1683172037576522
202,0.16780421773225618
203,0.16749617340917652
204,0.16703523702725315
205,0.166801051270839
206,0.1667719208143574
207,0.1661948430311331
208,0.16752427334507605
209,0.16560395787387172
210,0.1652634058754123
211,0.16495508813325252
212,0.16457819317849023
213,0.16443164431367335
214,0.1642702134325816
215,0.16377040563277465
216,0.1634023906121139
217,0.16329811085121432
218,0.1630748962131589
219,0.1627193736908511
220,0.16251771104643156
221,0.16211282051862325
222,0.1618993691798349
223,0.1617148755700967
224,0.16123559276014524
225,0.16103118584881568
226,0.16067744802129375
227,0.1606475753641516
228,0.16017818738545717
229,0.16001583497984942
230,0.15965481884778612
231,0.15954739198307405
232,0.1590771210538637
233,0.15903773242782904
234,0.1585486707543333
235,0.15836427604484796
236,0.15820513768916536
237,0.15773455046028964
238,0.15790910546028442
239,0.15727908686505956
240,0.157164467611433
241,0.15692623620983245
242,0.15667880500009526
243,0.1565860500844741
244,0.15614777677318636
245,0.15603125169491583
246,0.1556671739014365
247,0.15545003998831528
248,0.15536750226647034
249,0.155264316151064
250,0.15472761708417207
251,0.15458697276174643
252,0.15447427234970962
253,0.15405191222471354
254,0.15397412119197254
255,0.15366678519022506
256,0.15357910857571933
257,0.1532104778206513
258,0.15301207327217467
259,0.1526859200700847
260,0.15248976785450294
261,0.15243682567922426
262,0.1520059470115754
263,0.15175692472138608
264,0.1521611589058642
265,0.15166021780862052
266,0.15124584168565794
267,0.15095999006400004
268,0.15077549243487715
269,0.15049537767618337
270,0.1506418420026171
271,0.15026788751052658
272,0.15002110520212086
273,0.14966457503574793
274,0.14962706064021256
275,0.14958621284678397
276,0.14917407774591593
277,0.15041213357932048
278,0.14891455432478498
279,0.14867042694160143
280,0.14853033506207997
281,0.14813967595950495
282,0.14823709711289176
283,0.14805066956053145
284,0.14804364199479983
285,0.1477628156658234
286,0.14728597311740607
287,0.14778680667482355
288,0.14724575301929507
289,0.14704443870440792
290,0.14662553467761505
291,0.14655987366278325
292,0.14964987176112754
293,0.14630345152739158
294,0.14593433880455806
295,0.14549378629490137
296,0.1452223530605863
297,0.14533914364150854
298,0.14477686815652893
299,0.14511028853409894
300,0.14475223431101447
301,0.14480404474402797
302,0.14465319343423563
303,0.1440046826782957
304,0.14417054407304145
305,0.14364017056909184
306,0.14387193156359163
307,0.14381604973679937
308,0.14338089371028215
309,0.14312336098761863
310,0.14325871845772042
311,0.14690518407402875
312,0.1433291017058212
313,0.14281121528353616
314,0.14231527911208494
315,0.142127950760574
316,0.14198303464183396
317,0.1418166706009712
